"date","alabama.unemployment","amazing.sonic.scene.creator.2","annual.convention","arizona.unemployment.rate","arkansas.unemployment","auction","bible.lessons","big.fun.town","birthday.party.invitations","blonde.scene","bridal.bouquets","business.cards","business.in","business.services","ca.unemployment.rate","ca.unemployment","california.unemployment.rate","canadian.unemployment.rate","chase.loan.modification","chinese.movies.online","christening.gowns","clinical.laboratory","co.unemployment","college.community","colorado.unemployment","combofix","community.centers","community.education","community.learning","community","confidentiality.agreement","consultant.resume","ct.unemployment","current.national.unemployment.rate","current.unemployment.rate","current.unemployment","day.school","department.of.labor.unemployment","design.resume","designer.resume","development.center","divorce.mediation","download.streaming.video.free","education.center","effective.resume","emory.first.class.login","failblog","fictitious.business","finding.a.job","florida.unemployment.rate","florida.unemployment","free.tower.defense.games","free.video.tube","functional.resume","ga.unemployment","gmac.loan.modification","grants.wiki","graph.of.unemployment","graphic.design.resume","graphic.designer.resume","green.energy.jobs","grocery.prices.online","hawaii.unemployment.rate","hbo.movies.online","health.education.center","help.for.the.unemployed","high.school.district","highest.unemployment.rate","highest.unemployment","home.loan.modification","home.retention","how.long.is.unemployment.benefits","how.to.get.a.loan.modification","il.unemployment","illinois.unemployment.benefits","illinois.unemployment","independent.schools","indiana.unemployment.rate","indiana.unemployment","iphone.app.tutorial","job.websites","jobless.claims","jobless.rate","jobless","jobs.in.demand","juried","kisses.movie","ks.unemployment","ky.unemployment","labor.department.unemployment","language.center","lawyers","legal.services","length.of.unemployment.benefits","length.of.unemployment","loan.modification.laws","love.story.chords","maine.unemployment.rate","marketing.resume","maryland.unemployment.rate","massachusetts.unemployment.rate","mediation.training","medical.training","mi.unemployment.rate","midnighters.series","mint.com","missouri.unemployment.rate","missouri.unemployment","modified.mortgage","money.supply.chart","montelucia.resort","montgomery.county.community.college","monthly.unemployment.rate","my.gatech","national.unemployment.rate","need4","nevada.unemployment.rate","new.york.unemployment.rate","north.carolina.unemployment.rate","number.of.people.unemployed","nursing.society","ny.ui","ny.unemployment","nys.ui","nys.unemployment","obama.campaign.promises","occasion.dresses","ohio.unemployment.rate","ohio.unemployment","oncology.nursing","online.resume","pa.unemployment.rate","pa.unemployment","paralegal","pennsylvania.unemployment.rate","private.schools.in","promotional.products","pspube","recession.recovery","resume.career","resume.writers","resume","retreat.house","ri.unemployment.rate","roast.restaurant.detroit","sample.resume","san.diego.unemployment.rate","sc.unemployment.rate","schools.on.long.island","services","showgirlzexclusive","skills.test","south.carolina.unemployment.rate","state.by.state.unemployment","state.unemployment","state.with.highest.unemployment","states.with.highest.unemployment","submit.your","technology.center","tennessee.unemployment.rate","tennessee.unemployment","the.unemployed","therapy.training","tn.unemployment","toastmasters","total.unemployment","training.center","ui.benefits","umail.iu.edu","unemp","unemploy","unemployed.benefits","unemployed.workers","unemployed","unemployment.benefit.ny","unemployment.benefit","unemployment.benefits.maryland","unemployment.benefits.massachusetts","unemployment.benefits.pennsylvania","unemployment.benefits","unemployment.blog","unemployment.by.state","unemployment.chart","unemployment.check","unemployment.in.california","unemployment.in","unemployment.insurance.benefits","unemployment.online","unemployment.payments","unemployment.percentage","unemployment.rate.california","unemployment.rate.chart","unemployment.rate.florida","unemployment.rate.forecast","unemployment.rate.in.california","unemployment.rate.in.canada","unemployment.rate.in.new.york","unemployment.rate.in.ohio","unemployment.rate.in.the.us","unemployment.rate.in","unemployment.rate.state","unemployment.rate","unemployment.rates.by.state","unemployment.rates.by.year","unemployment.rates.in.us","unemployment.trend","unemployment","unemployments","university.job","us.jobless.rate","us.unemployment.benefits","us.unemployment.rate.history","us.unemployment.rate","us.unemployment","utah.unemployment.rate","va.unemployment","virginia.unemployment.rate","vocational.school","wa.state.unemployment","washington.state.unemployment.rate","washington.unemployment.rate","weddings","wells.fargo.financial.locations","what.caused.the.recession","wisconsin.unemployment","writing.a.cover.letter","www.unemployment.wisconsin.gov","youth.bible.study"
"2016-03-01",22,0,34,24,37,74,44,8,38,34,30,53,92,59,23,36,24,33,3,19,28,50,31,34,23,"5",37,26,36,54,46,47,26,9,30,29,47,17,32,27,48,36,6,35,24,0,3,41,47,24,23,19,13,27,39,4,19,40,22,24,15,7,11,35,27,16,38,44,29,6,27,28,19,37,19,25,28,17,20,13,29,15,9,20,51,42,38,22,28,18,32,84,41,14,29,3,14,21,50,14,11,29,57,16,0,10,27,16,30,9,22,23,37,52,32,6,17,15,10,46,19,24,25,17,18,12,39,24,22,27,56,36,28,58,12,52,35,0,39,62,35,57,43,5,17,33,27,6,23,68,9,45,10,14,21,5,18,22,30,20,20,57,67,39,41,53,54,30,8,17,12,20,56,49,11,17,14,9,9,14,6,10,23,37,28,43,14,24,17,52,18,21,24,15,35,10,29,40,55,61,19,43,9,10,29,25,27,17,56,10,10,21,56,39,10,40,27,43,25,22,24,34,0,60,16,30,0,29
"2016-04-01",21,0,39,15,32,71,49,18,44,43,23,54,93,60,34,35,23,12,3,25,34,53,25,35,23,"4",37,27,39,56,40,43,28,9,34,28,52,18,32,28,51,42,3,36,23,0,3,39,48,27,23,19,13,26,45,0,39,71,24,15,11,7,14,51,27,34,37,38,31,6,27,18,11,31,19,22,28,28,19,15,29,12,18,22,55,38,48,23,27,17,36,90,41,10,26,7,16,11,42,17,18,19,57,22,15,10,24,14,20,24,29,25,23,34,26,0,23,22,25,46,23,29,27,18,19,7,40,22,21,28,63,30,28,58,14,53,35,0,44,58,43,57,43,8,13,33,23,16,20,69,11,44,7,10,20,16,4,22,26,20,14,54,66,39,40,69,50,38,10,9,13,24,50,48,15,17,10,10,9,13,8,10,18,36,27,45,14,24,23,64,24,15,27,9,40,6,35,36,48,63,20,42,6,6,19,26,26,7,56,15,8,8,53,38,22,36,14,45,21,19,19,34,5,66,13,29,15,37
"2016-05-01",24,6,34,15,31,67,50,0,45,35,28,50,83,52,24,39,23,11,3,15,28,49,21,35,20,"3",35,25,34,54,40,30,30,9,25,26,69,17,31,26,47,38,2,34,24,0,3,37,47,18,24,21,10,25,41,0,16,45,27,15,18,8,7,40,23,29,39,35,27,4,25,16,8,30,17,24,27,16,15,19,30,15,5,20,47,36,46,19,33,19,31,76,38,16,25,3,15,24,35,8,8,19,56,11,22,9,18,15,15,19,24,26,11,19,25,6,12,13,18,25,17,21,28,14,16,7,36,22,19,20,58,19,28,60,8,51,31,0,40,53,42,55,48,8,9,33,27,27,30,66,9,46,16,11,17,12,15,20,28,18,16,42,60,46,42,50,47,30,4,9,15,14,33,45,11,13,13,13,7,16,6,8,16,35,29,41,11,22,16,49,18,12,18,14,30,9,19,18,51,52,15,37,5,12,15,12,26,15,53,10,10,16,41,34,23,40,24,45,22,10,13,35,10,50,11,26,17,33
"2016-06-01",24,0,39,13,33,63,44,14,37,36,25,47,78,50,22,47,26,6,2,16,29,46,22,30,18,"3",35,24,27,53,46,31,28,9,17,18,51,18,27,23,47,38,4,31,21,0,3,39,51,19,28,13,10,21,51,0,9,15,17,15,9,7,8,34,27,13,33,27,22,8,21,16,11,31,14,26,19,23,14,18,29,11,7,19,43,30,41,27,33,17,29,76,40,10,16,7,18,14,34,22,13,12,51,12,12,7,19,18,10,5,20,22,0,15,19,0,10,10,14,18,16,14,28,22,14,4,30,18,18,26,61,21,29,57,10,44,31,0,23,53,27,54,52,5,14,30,24,20,19,67,14,41,14,10,16,6,27,20,28,25,12,37,57,31,43,34,52,35,14,10,14,20,18,41,12,17,18,15,5,15,6,9,13,43,31,38,13,22,15,38,24,14,19,7,27,5,10,10,29,33,13,30,13,10,15,20,25,5,48,8,10,8,36,23,26,43,25,39,26,17,7,35,14,18,11,24,10,28
"2016-07-01",25,0,31,7,34,62,46,6,36,43,23,43,73,45,32,38,23,6,3,23,27,44,26,29,19,"3",34,21,24,50,43,39,30,13,18,17,47,18,23,25,43,37,4,29,16,0,3,31,48,16,27,11,11,21,42,0,11,16,17,10,6,9,6,38,25,13,31,23,20,6,24,8,9,30,14,21,19,47,17,18,24,12,5,16,41,24,37,25,26,17,26,72,38,13,20,3,15,20,35,12,18,17,50,10,16,9,17,19,5,10,18,18,8,34,21,7,13,8,12,20,14,16,25,22,16,10,33,20,19,21,53,16,31,56,12,42,29,2,14,41,32,49,46,11,16,25,21,13,21,64,16,35,7,7,17,11,20,21,24,9,12,29,59,28,42,36,51,32,7,6,13,20,19,39,11,16,8,12,8,14,4,8,12,39,27,37,11,22,19,33,20,5,16,7,30,2,17,19,21,34,15,29,7,13,9,11,25,0,46,13,11,9,34,26,19,38,34,34,16,12,22,36,3,15,13,16,20,28
"2016-08-01",23,0,34,8,29,69,41,14,36,37,22,46,74,51,18,34,20,6,6,26,30,46,23,41,17,"4",36,26,31,59,35,38,28,3,17,15,93,18,23,27,49,39,4,36,14,0,2,37,43,20,26,16,10,23,45,0,15,18,18,13,8,3,5,35,22,18,45,24,15,6,25,11,11,29,13,22,27,16,16,17,24,10,5,15,51,27,46,28,31,15,32,75,41,17,14,5,16,20,37,16,7,17,56,18,0,8,17,18,18,12,12,25,12,55,16,7,19,10,18,10,16,25,21,10,14,4,32,11,19,26,57,25,28,61,9,50,34,0,23,50,38,54,42,8,19,28,21,19,23,66,9,42,11,9,17,8,4,20,28,13,11,29,63,28,43,18,53,37,5,8,15,12,10,40,13,13,10,13,12,13,6,11,18,37,29,37,10,20,10,36,22,11,20,6,26,2,10,15,24,28,14,25,10,9,13,7,24,4,53,5,10,19,28,25,11,39,28,45,17,11,14,34,6,11,11,20,8,45
"2016-09-01",23,0,37,18,27,63,44,8,40,28,20,49,89,53,18,30,23,12,1,17,27,41,25,34,17,"3",32,25,36,53,38,44,25,15,26,26,53,15,28,20,47,35,3,33,21,0,2,34,42,18,23,11,9,22,35,4,19,33,19,21,10,9,9,30,21,13,37,35,24,6,24,13,11,31,13,21,27,20,12,13,27,11,3,17,48,33,43,20,27,16,34,77,39,6,20,3,15,14,37,10,12,18,52,17,7,7,30,14,11,16,17,26,15,22,29,6,14,14,15,31,20,15,20,10,11,6,36,19,16,24,56,24,24,56,10,44,31,0,40,69,33,56,42,0,18,27,23,8,24,66,4,41,17,9,14,16,4,21,27,14,12,42,59,28,40,36,46,32,11,9,8,20,36,43,15,14,15,8,9,13,5,7,16,42,23,37,9,19,14,44,18,14,18,8,31,9,9,20,47,43,16,33,6,12,18,19,22,12,51,7,8,22,42,35,24,35,8,45,24,14,16,32,8,36,10,24,6,44
"2016-10-01",20,0,33,13,28,63,41,8,29,30,19,49,87,54,29,33,23,6,2,12,23,47,20,31,18,"3",32,22,30,51,37,39,25,12,28,25,45,17,26,26,44,35,5,31,30,0,2,40,35,20,21,14,9,27,43,0,16,36,18,13,8,10,11,34,23,33,36,40,25,5,17,16,8,25,16,21,20,31,15,17,23,11,14,19,46,36,35,14,28,17,30,74,36,8,29,0,14,27,38,11,20,13,54,11,7,7,35,15,21,8,12,23,15,49,29,6,8,14,10,47,18,21,20,14,12,10,27,22,14,24,48,23,25,51,14,44,30,0,36,55,33,50,39,7,11,25,17,12,22,62,0,40,13,9,17,16,11,21,26,15,10,50,58,31,40,53,44,29,5,10,12,20,41,47,10,14,13,11,13,15,3,8,23,35,29,42,11,20,18,54,20,19,20,4,29,12,29,35,43,53,14,39,7,14,22,18,24,2,51,10,14,17,48,38,12,34,28,43,24,15,16,30,5,48,12,22,7,41
"2016-11-01",23,0,27,16,25,58,36,5,24,36,14,45,85,48,15,36,28,17,5,16,21,39,19,29,18,"3",34,22,32,48,37,36,25,29,37,31,38,17,25,19,40,33,2,29,15,0,2,32,40,18,21,13,11,23,46,0,15,54,20,21,12,13,12,39,18,20,30,39,30,5,21,18,4,31,11,26,18,24,13,10,27,9,11,21,53,27,40,24,26,18,26,70,35,9,19,3,13,26,29,16,23,25,49,15,0,7,15,17,13,18,13,19,15,38,40,0,18,13,18,46,18,15,22,12,14,33,26,25,18,24,48,22,25,48,17,40,31,0,38,47,30,44,36,5,9,22,27,29,19,60,15,39,6,13,16,10,4,20,26,12,10,54,59,25,31,49,38,30,11,8,11,20,38,49,19,14,8,7,11,13,4,12,23,38,26,42,12,21,24,51,23,21,18,8,39,15,15,21,61,59,17,47,9,19,28,25,25,10,45,5,13,39,62,46,19,33,16,40,22,26,20,24,15,59,14,19,16,33
"2016-12-01",24,5,21,12,28,55,27,2,20,34,12,40,77,47,22,36,31,0,2,18,15,38,22,27,18,"3",28,20,25,46,34,28,28,8,25,23,30,19,24,22,37,27,3,25,19,0,2,36,35,21,20,17,9,21,46,4,7,40,14,10,10,10,16,52,21,8,28,38,25,5,21,12,12,32,18,27,18,27,18,15,23,5,16,15,46,20,40,26,27,18,25,66,33,9,8,3,13,13,34,16,9,17,45,8,7,7,24,22,16,18,17,19,32,35,23,9,8,13,18,39,15,16,24,10,16,11,18,8,25,16,43,15,37,48,6,35,24,0,32,44,37,41,31,7,10,20,14,15,13,60,8,32,0,9,17,12,32,19,22,22,14,43,53,33,27,57,38,38,9,14,16,17,25,45,10,14,16,11,9,13,6,8,25,50,25,41,11,25,20,39,30,21,21,12,35,5,21,15,49,48,11,36,10,7,21,18,26,8,41,16,13,21,40,32,13,39,19,34,25,13,17,23,0,40,13,21,17,24
"2017-01-01",27,5,36,18,39,65,51,9,40,25,25,50,92,61,23,41,24,16,3,17,21,42,29,37,22,"2",42,26,33,54,39,49,41,27,49,43,55,27,36,32,48,38,6,34,25,6,1,41,41,19,24,14,9,22,58,0,19,37,27,20,10,9,12,31,26,23,38,43,31,6,19,19,12,38,18,33,27,30,24,18,31,9,14,21,60,31,48,27,43,26,32,78,40,10,18,6,15,17,45,20,21,19,58,16,13,9,42,29,17,9,18,26,7,54,45,0,12,15,16,33,19,17,35,19,21,18,36,23,33,23,60,32,47,60,17,50,30,0,37,68,39,59,47,9,20,29,27,16,23,68,4,41,24,9,25,14,14,21,30,22,17,44,67,37,40,44,50,51,6,19,15,25,33,57,10,18,14,8,15,15,7,8,24,54,31,47,9,34,16,56,23,19,19,5,38,5,17,20,55,55,20,50,5,20,26,15,35,9,57,9,15,31,60,44,12,52,38,46,41,10,20,35,0,45,22,28,20,35
"2017-02-01",20,5,34,13,27,69,46,8,37,23,23,52,100,61,27,36,27,0,2,15,29,47,22,31,18,"2",45,27,33,51,44,47,39,14,24,23,62,22,38,34,49,37,3,34,24,0,2,37,47,17,22,13,11,23,43,4,7,52,25,22,9,8,9,35,25,20,40,45,28,5,21,15,12,29,15,27,25,23,19,10,28,9,11,18,63,32,52,27,31,21,32,87,42,12,17,3,16,16,53,21,18,16,55,9,14,11,29,18,21,20,16,22,18,17,27,12,16,16,14,51,23,14,32,24,18,7,37,23,21,30,63,36,35,56,12,52,32,0,54,72,37,58,42,19,32,29,17,14,26,68,8,44,13,12,19,12,18,23,29,26,15,60,66,29,41,60,51,38,10,8,11,22,54,56,20,19,10,12,10,14,8,13,21,45,37,43,12,23,23,53,27,19,17,7,43,11,21,36,63,59,19,41,14,15,27,19,27,12,53,14,9,24,53,36,22,39,33,45,21,12,15,29,3,49,17,30,9,34
"2017-03-01",20,0,32,17,20,75,43,11,36,38,24,54,98,63,23,32,29,10,2,15,24,48,22,31,18,"2",47,26,35,52,42,44,29,15,30,26,48,21,34,31,49,32,4,34,29,0,2,44,52,21,20,14,10,25,40,3,24,53,25,19,14,7,17,28,27,29,39,46,27,4,29,14,15,23,14,23,26,17,15,13,28,8,6,19,56,40,47,23,29,19,35,78,41,4,25,4,13,16,48,22,20,18,58,15,6,7,19,15,13,14,14,22,36,49,25,5,21,18,15,62,21,19,28,17,16,10,45,24,17,25,55,34,28,60,18,52,33,0,40,59,38,56,44,11,13,30,32,11,28,69,4,45,6,12,18,9,13,20,27,21,11,66,68,21,40,67,52,26,2,5,13,20,64,56,8,15,11,14,11,13,3,12,20,34,28,41,13,20,20,57,24,14,21,5,31,10,26,27,52,61,20,40,6,10,23,23,24,12,55,13,8,19,42,32,30,35,26,44,18,18,17,30,2,57,15,33,13,34
"2017-04-01",21,0,35,15,29,68,35,22,38,35,24,52,94,60,28,31,23,11,3,15,24,44,26,30,18,"2",37,25,33,52,40,42,30,14,24,24,47,17,31,25,48,35,3,33,19,0,2,39,47,19,20,12,8,27,38,0,26,83,20,23,11,8,12,34,24,31,36,38,27,5,22,19,14,24,12,22,23,27,14,10,26,10,9,16,57,35,38,21,26,20,33,75,37,12,22,4,18,25,36,27,14,14,57,20,7,9,20,14,27,22,14,20,25,35,25,0,11,13,10,49,20,25,21,22,15,7,45,21,18,23,53,41,30,56,10,49,35,0,46,58,38,55,51,9,16,29,25,20,21,69,4,43,0,13,17,10,17,20,28,11,12,58,68,21,38,71,48,30,3,6,9,24,54,52,8,16,19,12,7,12,6,11,17,39,32,42,10,20,25,52,24,12,19,7,28,7,13,27,46,62,19,39,11,11,23,15,24,6,52,11,7,16,43,31,28,32,17,45,23,28,20,29,5,64,12,27,10,39
"2017-05-01",22,5,29,22,25,67,38,17,38,32,24,50,86,55,21,31,23,27,1,16,28,42,20,33,17,"2",38,24,35,53,42,37,27,11,22,22,72,17,28,29,45,37,5,33,24,0,2,43,42,19,22,17,7,26,41,0,10,66,21,23,10,8,16,43,24,20,40,31,28,4,27,20,18,24,12,20,27,16,13,10,25,8,12,15,57,26,36,22,30,15,30,76,39,4,12,0,18,18,44,20,11,20,54,10,7,8,19,16,14,15,18,22,18,18,24,0,15,11,17,27,19,19,19,19,12,6,39,19,17,23,57,24,27,58,12,48,32,1,37,50,38,53,43,9,16,27,14,18,19,69,0,43,12,11,15,16,17,18,28,10,11,45,69,23,36,41,48,26,3,10,10,16,34,48,11,16,14,6,11,12,6,9,20,35,26,40,11,17,19,45,28,17,19,5,22,11,16,15,44,48,14,36,13,19,17,19,23,7,50,14,9,12,44,29,14,33,19,45,12,13,21,32,12,69,9,27,3,38
"2017-06-01",27,0,34,12,35,65,42,8,33,37,26,45,79,53,20,34,23,17,1,20,21,43,23,27,17,"2",38,22,28,50,42,44,29,9,15,14,50,17,24,26,47,36,3,31,21,0,2,35,41,24,24,10,8,18,45,0,14,23,15,21,20,10,13,40,24,12,31,26,16,5,16,23,11,25,15,21,17,23,15,11,26,8,3,14,52,26,44,21,28,16,27,80,38,9,15,0,17,19,33,10,19,19,56,10,7,7,18,16,14,3,16,20,26,12,13,6,8,9,16,13,18,10,21,18,12,7,32,22,18,19,55,27,27,58,5,39,30,0,23,40,38,50,43,5,11,28,20,25,22,69,13,40,16,10,16,12,15,19,24,21,13,28,58,26,38,31,50,45,4,8,10,16,19,41,10,14,19,11,12,12,3,9,17,44,34,37,8,21,17,31,18,11,24,4,37,4,9,12,21,34,13,26,9,4,8,5,24,3,43,12,6,12,25,22,18,39,20,39,22,16,17,33,5,30,10,22,15,32
"2017-07-01",27,0,32,13,32,64,42,5,34,79,24,49,79,50,22,31,20,6,2,14,28,41,22,29,19,"2",35,20,28,50,34,47,34,15,13,13,49,21,27,23,45,35,4,29,24,0,2,38,39,15,23,8,9,19,44,0,16,28,15,17,8,5,8,56,23,8,33,25,15,6,26,10,32,21,16,22,20,21,14,13,25,10,5,13,57,23,48,26,38,20,29,78,35,17,19,3,18,24,39,10,13,18,54,12,15,7,18,17,8,12,13,19,26,10,13,0,11,10,10,30,11,22,29,14,13,3,35,12,18,20,51,25,28,56,7,41,32,0,19,42,34,47,46,5,9,26,25,12,19,67,4,32,13,9,16,10,11,17,24,16,15,32,63,27,39,34,51,38,6,8,12,20,20,41,16,14,8,11,9,14,9,8,11,40,26,36,9,23,12,30,14,11,15,6,19,6,14,21,18,28,11,24,5,6,8,3,25,7,45,5,9,10,29,21,18,37,10,36,20,15,10,35,5,27,11,23,11,30
"2017-08-01",22,0,31,13,30,70,42,12,31,92,18,51,80,55,30,31,18,11,3,12,25,45,14,38,20,"2",38,25,32,56,37,42,28,19,16,15,95,17,29,23,50,40,5,36,20,0,2,40,35,19,23,10,8,23,47,4,20,13,19,20,8,5,9,53,29,12,49,21,18,4,26,20,8,25,14,24,25,19,14,10,24,6,6,13,48,29,51,25,30,17,32,78,42,18,22,3,21,20,36,10,15,19,51,6,0,8,15,16,17,7,25,27,18,40,17,0,13,10,19,7,17,19,25,13,12,5,39,15,15,24,50,37,25,62,12,47,34,0,14,54,40,53,43,9,12,27,26,21,20,71,10,41,6,7,15,3,7,17,28,14,11,25,56,25,46,23,51,33,3,7,9,14,11,38,14,15,5,10,9,13,3,7,14,41,29,36,11,21,14,27,14,12,19,5,23,4,12,13,15,28,13,25,8,4,14,11,22,0,51,5,10,6,28,21,20,37,28,43,16,19,8,30,12,25,9,27,10,31
"2017-09-01",19,0,29,15,26,63,40,7,37,41,20,48,91,58,20,25,18,16,3,16,20,46,18,30,15,"2",34,24,30,51,39,36,27,11,18,21,53,15,28,23,47,37,3,32,20,0,2,35,43,15,25,18,6,25,35,0,21,38,15,20,12,7,10,41,25,15,38,29,22,5,19,19,14,22,12,21,26,23,12,13,24,7,5,12,61,33,33,17,25,14,36,74,40,7,17,3,24,12,44,10,9,16,56,6,14,8,24,12,13,7,19,21,14,23,24,0,11,9,18,24,19,13,17,12,10,4,41,19,14,26,51,20,23,55,10,40,30,0,28,69,33,53,39,12,4,26,11,10,22,69,6,39,3,8,13,6,3,18,26,18,10,34,62,21,41,45,46,36,3,7,10,23,38,40,9,14,10,10,11,13,1,9,18,32,26,34,11,19,14,38,15,16,15,10,23,9,12,29,31,41,15,27,7,9,13,4,22,5,51,9,9,11,33,26,22,35,24,44,18,8,13,29,10,34,10,25,10,26
"2017-10-01",22,0,29,12,27,65,42,5,38,41,19,52,95,65,25,29,22,5,5,16,23,46,24,28,18,"2",41,24,33,50,39,29,27,24,25,24,46,18,32,27,47,41,2,33,20,0,2,41,45,22,28,13,7,26,36,0,25,49,25,22,11,12,14,35,26,15,36,37,28,4,26,16,11,20,16,22,23,22,14,14,26,14,7,18,56,26,31,19,27,16,33,73,40,6,15,3,30,17,42,12,15,20,58,10,10,6,16,13,11,14,17,22,40,29,25,5,10,12,13,47,17,24,16,16,11,4,36,17,16,26,50,24,24,54,9,40,32,0,44,59,48,52,38,4,16,25,11,11,20,68,6,44,9,10,16,9,16,21,27,20,11,52,66,25,39,55,47,35,5,6,9,20,73,45,9,14,12,13,15,12,3,10,19,43,26,39,10,22,22,50,16,20,22,5,36,6,21,21,42,52,18,36,7,11,21,25,23,5,49,4,13,20,43,30,13,31,20,44,22,15,13,28,7,39,11,25,5,36
"2017-11-01",21,0,27,17,26,64,38,17,27,54,14,47,86,53,19,26,24,16,1,22,18,40,21,28,16,"2",36,22,29,50,36,33,28,27,30,30,36,16,26,24,42,31,3,28,27,0,2,33,41,16,22,14,7,23,33,4,19,49,19,17,7,10,10,35,23,30,32,35,27,4,25,26,12,22,14,23,19,15,13,16,24,8,9,17,47,30,37,17,30,14,27,67,39,9,11,3,33,12,35,17,17,13,48,11,13,8,13,14,16,20,17,21,35,32,28,0,5,16,9,42,20,18,21,9,12,1,30,12,18,26,41,18,26,50,11,40,30,0,39,54,36,46,35,7,16,22,18,10,19,63,10,40,12,12,16,11,10,19,23,19,12,52,61,22,38,61,46,33,6,11,7,18,47,47,12,14,15,10,12,12,3,10,18,45,26,39,11,21,19,51,24,22,16,4,34,10,21,20,69,53,15,36,6,9,18,22,23,8,47,11,11,24,43,34,30,35,39,42,23,11,21,23,5,43,12,22,10,25
"2017-12-01",24,0,22,8,29,58,30,2,24,48,12,38,75,47,21,27,18,16,1,17,13,34,21,25,18,"1",31,19,24,45,32,32,35,8,27,22,30,19,23,19,35,28,6,26,21,0,1,32,33,18,19,16,7,21,36,4,14,45,13,12,10,7,20,49,17,23,29,25,21,5,23,12,4,25,16,26,18,29,17,21,22,3,5,13,56,20,40,20,32,20,23,60,32,4,11,6,34,17,36,13,14,15,48,9,13,6,16,18,16,17,16,16,17,25,22,0,15,9,13,24,16,18,24,9,15,6,22,13,24,21,39,26,32,47,12,35,25,0,33,42,27,40,34,0,10,19,18,19,15,59,8,32,12,8,17,10,10,16,21,14,12,40,57,26,25,46,41,33,4,10,9,13,32,40,8,13,9,11,13,12,3,7,19,45,26,37,10,22,17,36,14,15,18,7,30,6,17,23,59,44,18,32,7,2,15,22,26,13,40,4,9,13,41,32,29,38,20,38,23,16,21,23,2,47,16,18,5,32
"2018-01-01",29,0,33,19,33,66,47,13,42,48,24,46,89,60,30,32,29,15,3,16,22,43,22,36,23,"2",43,26,33,55,37,40,46,25,31,29,57,27,33,26,49,35,4,34,22,0,1,39,43,20,23,12,7,23,57,3,6,51,18,19,9,4,18,40,22,7,41,39,27,4,22,16,15,33,17,33,26,24,24,15,28,10,12,17,54,34,35,22,46,25,30,68,38,3,19,4,31,23,47,12,18,17,57,17,0,10,39,25,16,18,16,27,13,54,31,0,14,14,17,28,17,22,29,18,20,8,35,23,32,22,47,41,43,60,18,46,28,0,32,64,43,57,47,4,17,27,13,24,18,67,4,39,17,13,22,14,19,16,28,24,20,42,68,37,41,37,51,40,8,14,15,14,24,42,8,18,25,15,21,16,5,11,42,61,36,45,9,31,21,48,32,38,20,13,43,8,17,39,55,51,22,48,11,29,16,19,34,7,54,4,8,32,58,40,24,50,26,49,29,23,21,31,5,32,22,24,10,35
"2018-02-01",20,0,33,19,30,69,42,5,33,33,21,49,93,59,24,26,21,22,2,21,25,44,20,30,17,"2",41,25,35,53,42,35,38,8,27,24,66,22,34,26,47,34,3,34,31,0,1,40,42,20,20,12,8,26,36,0,8,65,26,20,9,5,11,36,25,20,43,29,26,5,25,12,12,28,15,28,24,22,18,12,30,8,8,16,51,35,36,17,28,22,31,69,39,7,17,6,23,10,45,23,15,17,57,14,21,6,43,17,10,24,16,21,35,13,31,6,9,15,15,53,18,13,23,15,17,6,36,18,22,24,47,23,31,54,10,51,32,0,28,61,48,54,47,12,23,25,26,13,18,68,4,43,9,11,18,10,7,19,30,26,19,63,73,28,40,59,57,36,7,8,11,25,56,47,8,16,17,12,14,13,5,9,30,44,30,43,14,23,18,52,16,34,20,7,31,14,12,16,44,55,18,39,9,17,25,28,27,6,50,7,12,24,48,32,23,36,21,47,22,15,13,26,2,37,16,25,16,32
"2018-03-01",19,5,30,13,34,77,35,9,35,39,22,51,89,51,23,25,28,15,1,16,20,44,23,30,16,"2",38,24,33,52,41,42,32,13,25,24,52,16,31,28,46,32,2,32,22,0,2,44,46,24,17,10,7,26,33,0,15,67,28,19,9,12,12,31,24,50,42,50,30,5,25,16,16,20,15,25,25,18,14,12,25,12,6,17,64,36,34,18,24,16,29,72,38,4,12,4,21,19,45,14,8,12,55,13,13,7,26,11,25,18,15,23,26,29,22,5,9,13,16,29,21,17,18,8,14,3,43,15,17,25,39,30,27,58,15,48,33,0,24,54,44,53,48,4,19,25,17,11,38,65,0,43,3,9,17,14,23,19,26,24,10,55,67,19,41,58,48,30,7,11,11,22,58,43,9,14,10,7,15,11,1,12,24,43,31,38,11,18,18,48,25,19,24,6,35,12,20,15,50,53,17,36,5,15,25,18,23,9,50,8,10,13,40,30,33,34,17,45,18,9,10,26,2,65,14,25,8,30
